442	0	0	2
443	2	0	2
444	4	0	2
445	6	0	2
446	8	0	2
447	10	0	2
448	12	0	2
449	14	0	2
450	16	0	2
451	18	0	2
452	20	0	2
453	22	0	2
454	24	0	2
455	26	0	2
456	28	0	2
457	30	0	2
458	32	0	2
459	34	0	2
460	36	0	2
461	38	0	2
462	40	0	2
463	0	2	2
464	2	2	2
465	4	2	2
466	6	2	2
467	8	2	2
468	10	2	2
469	12	2	2
470	14	2	2
471	16	2	2
472	18	2	2
473	20	2	2
474	22	2	2
475	24	2	2
476	26	2	2
477	28	2	2
478	30	2	2
479	32	2	2
480	34	2	2
481	36	2	2
482	38	2	2
483	40	2	2
484	0	4	2
485	2	4	2
486	4	4	2
487	6	4	2
488	8	4	2
489	10	4	2
490	12	4	2
491	14	4	2
492	16	4	2
493	18	4	2
494	20	4	2
495	22	4	2
496	24	4	2
497	26	4	2
498	28	4	2
499	30	4	2
500	32	4	2
501	34	4	2
502	36	4	2
503	38	4	2
504	40	4	2
505	0	6	2
506	2	6	2
507	4	6	2
508	6	6	2
509	8	6	2
510	10	6	2
511	12	6	2
512	14	6	2
513	16	6	2
514	18	6	2
515	20	6	2
516	22	6	2
517	24	6	2
518	26	6	2
519	28	6	2
520	30	6	2
521	32	6	2
522	34	6	2
523	36	6	2
524	38	6	2
525	40	6	2
526	0	8	2
527	2	8	2
528	4	8	2
529	6	8	2
530	8	8	2
531	10	8	2
532	12	8	2
533	14	8	2
534	16	8	2
535	18	8	2
536	20	8	2
537	22	8	2
538	24	8	2
539	26	8	2
540	28	8	2
541	30	8	2
542	32	8	2
543	34	8	2
544	36	8	2
545	38	8	2
546	40	8	2
547	0	10	2
548	2	10	2
549	4	10	2
550	6	10	2
551	8	10	2
552	10	10	2
553	12	10	2
554	14	10	2
555	16	10	2
556	18	10	2
557	20	10	2
558	22	10	2
559	24	10	2
560	26	10	2
561	28	10	2
562	30	10	2
563	32	10	2
564	34	10	2
565	36	10	2
566	38	10	2
567	40	10	2
568	0	12	2
569	2	12	2
570	4	12	2
571	6	12	2
572	8	12	2
573	10	12	2
574	12	12	2
575	14	12	2
576	16	12	2
577	18	12	2
578	20	12	2
579	22	12	2
580	24	12	2
581	26	12	2
582	28	12	2
583	30	12	2
584	32	12	2
585	34	12	2
586	36	12	2
587	38	12	2
588	40	12	2
589	0	14	2
590	2	14	2
591	4	14	2
592	6	14	2
593	8	14	2
594	10	14	2
595	12	14	2
596	14	14	2
597	16	14	2
598	18	14	2
599	20	14	2
600	22	14	2
601	24	14	2
602	26	14	2
603	28	14	2
604	30	14	2
605	32	14	2
606	34	14	2
607	36	14	2
608	38	14	2
609	40	14	2
610	0	16	2
611	2	16	2
612	4	16	2
613	6	16	2
614	8	16	2
615	10	16	2
616	12	16	2
617	14	16	2
618	16	16	2
619	18	16	2
620	20	16	2
621	22	16	2
622	24	16	2
623	26	16	2
624	28	16	2
625	30	16	2
626	32	16	2
627	34	16	2
628	36	16	2
629	38	16	2
630	40	16	2
631	0	18	2
632	2	18	2
633	4	18	2
634	6	18	2
635	8	18	2
636	10	18	2
637	12	18	2
638	14	18	2
639	16	18	2
640	18	18	2
641	20	18	2
642	22	18	2
643	24	18	2
644	26	18	2
645	28	18	2
646	30	18	2
647	32	18	2
648	34	18	2
649	36	18	2
650	38	18	2
651	40	18	2
652	0	20	2
653	2	20	2
654	4	20	2
655	6	20	2
656	8	20	2
657	10	20	2
658	12	20	2
659	14	20	2
660	16	20	2
661	18	20	2
662	20	20	2
663	22	20	2
664	24	20	2
665	26	20	2
666	28	20	2
667	30	20	2
668	32	20	2
669	34	20	2
670	36	20	2
671	38	20	2
672	40	20	2
673	0	22	2
674	2	22	2
675	4	22	2
676	6	22	2
677	8	22	2
678	10	22	2
679	12	22	2
680	14	22	2
681	16	22	2
682	18	22	2
683	20	22	2
684	22	22	2
685	24	22	2
686	26	22	2
687	28	22	2
688	30	22	2
689	32	22	2
690	34	22	2
691	36	22	2
692	38	22	2
693	40	22	2
694	0	24	2
695	2	24	2
696	4	24	2
697	6	24	2
698	8	24	2
699	10	24	2
700	12	24	2
701	14	24	2
702	16	24	2
703	18	24	2
704	20	24	2
705	22	24	2
706	24	24	2
707	26	24	2
708	28	24	2
709	30	24	2
710	32	24	2
711	34	24	2
712	36	24	2
713	38	24	2
714	40	24	2
715	0	26	2
716	2	26	2
717	4	26	2
718	6	26	2
719	8	26	2
720	10	26	2
721	12	26	2
722	14	26	2
723	16	26	2
724	18	26	2
725	20	26	2
726	22	26	2
727	24	26	2
728	26	26	2
729	28	26	2
730	30	26	2
731	32	26	2
732	34	26	2
733	36	26	2
734	38	26	2
735	40	26	2
736	0	28	2
737	2	28	2
738	4	28	2
739	6	28	2
740	8	28	2
741	10	28	2
742	12	28	2
743	14	28	2
744	16	28	2
745	18	28	2
746	20	28	2
747	22	28	2
748	24	28	2
749	26	28	2
750	28	28	2
751	30	28	2
752	32	28	2
753	34	28	2
754	36	28	2
755	38	28	2
756	40	28	2
757	0	30	2
758	2	30	2
759	4	30	2
760	6	30	2
761	8	30	2
762	10	30	2
763	12	30	2
764	14	30	2
765	16	30	2
766	18	30	2
767	20	30	2
768	22	30	2
769	24	30	2
770	26	30	2
771	28	30	2
772	30	30	2
773	32	30	2
774	34	30	2
775	36	30	2
776	38	30	2
777	40	30	2
778	0	32	2
779	2	32	2
780	4	32	2
781	6	32	2
782	8	32	2
783	10	32	2
784	12	32	2
785	14	32	2
786	16	32	2
787	18	32	2
788	20	32	2
789	22	32	2
790	24	32	2
791	26	32	2
792	28	32	2
793	30	32	2
794	32	32	2
795	34	32	2
796	36	32	2
797	38	32	2
798	40	32	2
799	0	34	2
800	2	34	2
801	4	34	2
802	6	34	2
803	8	34	2
804	10	34	2
805	12	34	2
806	14	34	2
807	16	34	2
808	18	34	2
809	20	34	2
810	22	34	2
811	24	34	2
812	26	34	2
813	28	34	2
814	30	34	2
815	32	34	2
816	34	34	2
817	36	34	2
818	38	34	2
819	40	34	2
820	0	36	2
821	2	36	2
822	4	36	2
823	6	36	2
824	8	36	2
825	10	36	2
826	12	36	2
827	14	36	2
828	16	36	2
829	18	36	2
830	20	36	2
831	22	36	2
832	24	36	2
833	26	36	2
834	28	36	2
835	30	36	2
836	32	36	2
837	34	36	2
838	36	36	2
839	38	36	2
840	40	36	2
841	0	38	2
842	2	38	2
843	4	38	2
844	6	38	2
845	8	38	2
846	10	38	2
847	12	38	2
848	14	38	2
849	16	38	2
850	18	38	2
851	20	38	2
852	22	38	2
853	24	38	2
854	26	38	2
855	28	38	2
856	30	38	2
857	32	38	2
858	34	38	2
859	36	38	2
860	38	38	2
861	40	38	2
862	0	40	2
863	2	40	2
864	4	40	2
865	6	40	2
866	8	40	2
867	10	40	2
868	12	40	2
869	14	40	2
870	16	40	2
871	18	40	2
872	20	40	2
873	22	40	2
874	24	40	2
875	26	40	2
876	28	40	2
877	30	40	2
878	32	40	2
879	34	40	2
880	36	40	2
881	38	40	2
882	40	40	2
883	0	0	4
884	2	0	4
885	4	0	4
886	6	0	4
887	8	0	4
888	10	0	4
889	12	0	4
890	14	0	4
891	16	0	4
892	18	0	4
893	20	0	4
894	22	0	4
895	24	0	4
896	26	0	4
897	28	0	4
898	30	0	4
899	32	0	4
900	34	0	4
901	36	0	4
902	38	0	4
903	40	0	4
904	0	2	4
905	2	2	4
906	4	2	4
907	6	2	4
908	8	2	4
909	10	2	4
910	12	2	4
911	14	2	4
912	16	2	4
913	18	2	4
914	20	2	4
915	22	2	4
916	24	2	4
917	26	2	4
918	28	2	4
919	30	2	4
920	32	2	4
921	34	2	4
922	36	2	4
923	38	2	4
924	40	2	4
925	0	4	4
926	2	4	4
927	4	4	4
928	6	4	4
929	8	4	4
930	10	4	4
931	12	4	4
932	14	4	4
933	16	4	4
934	18	4	4
935	20	4	4
936	22	4	4
937	24	4	4
938	26	4	4
939	28	4	4
940	30	4	4
941	32	4	4
942	34	4	4
943	36	4	4
944	38	4	4
945	40	4	4
946	0	6	4
947	2	6	4
948	4	6	4
949	6	6	4
950	8	6	4
951	10	6	4
952	12	6	4
953	14	6	4
954	16	6	4
955	18	6	4
956	20	6	4
957	22	6	4
958	24	6	4
959	26	6	4
960	28	6	4
961	30	6	4
962	32	6	4
963	34	6	4
964	36	6	4
965	38	6	4
966	40	6	4
967	0	8	4
968	2	8	4
969	4	8	4
970	6	8	4
971	8	8	4
972	10	8	4
973	12	8	4
974	14	8	4
975	16	8	4
976	18	8	4
977	20	8	4
978	22	8	4
979	24	8	4
980	26	8	4
981	28	8	4
982	30	8	4
983	32	8	4
984	34	8	4
985	36	8	4
986	38	8	4
987	40	8	4
988	0	10	4
989	2	10	4
990	4	10	4
991	6	10	4
992	8	10	4
993	10	10	4
994	12	10	4
995	14	10	4
996	16	10	4
997	18	10	4
998	20	10	4
999	22	10	4
1000	24	10	4
1001	26	10	4
1002	28	10	4
1003	30	10	4
1004	32	10	4
1005	34	10	4
1006	36	10	4
1007	38	10	4
1008	40	10	4
1009	0	12	4
1010	2	12	4
1011	4	12	4
1012	6	12	4
1013	8	12	4
1014	10	12	4
1015	12	12	4
1016	14	12	4
1017	16	12	4
1018	18	12	4
1019	20	12	4
1020	22	12	4
1021	24	12	4
1022	26	12	4
1023	28	12	4
1024	30	12	4
1025	32	12	4
1026	34	12	4
1027	36	12	4
1028	38	12	4
1029	40	12	4
1030	0	14	4
1031	2	14	4
1032	4	14	4
1033	6	14	4
1034	8	14	4
1035	10	14	4
1036	12	14	4
1037	14	14	4
1038	16	14	4
1039	18	14	4
1040	20	14	4
1041	22	14	4
1042	24	14	4
1043	26	14	4
1044	28	14	4
1045	30	14	4
1046	32	14	4
1047	34	14	4
1048	36	14	4
1049	38	14	4
1050	40	14	4
1051	0	16	4
1052	2	16	4
1053	4	16	4
1054	6	16	4
1055	8	16	4
1056	10	16	4
1057	12	16	4
1058	14	16	4
1059	16	16	4
1060	18	16	4
1061	20	16	4
1062	22	16	4
1063	24	16	4
1064	26	16	4
1065	28	16	4
1066	30	16	4
1067	32	16	4
1068	34	16	4
1069	36	16	4
1070	38	16	4
1071	40	16	4
1072	0	18	4
1073	2	18	4
1074	4	18	4
1075	6	18	4
1076	8	18	4
1077	10	18	4
1078	12	18	4
1079	14	18	4
1080	16	18	4
1081	18	18	4
1082	20	18	4
1083	22	18	4
1084	24	18	4
1085	26	18	4
1086	28	18	4
1087	30	18	4
1088	32	18	4
1089	34	18	4
1090	36	18	4
1091	38	18	4
1092	40	18	4
1093	0	20	4
1094	2	20	4
1095	4	20	4
1096	6	20	4
1097	8	20	4
1098	10	20	4
1099	12	20	4
1100	14	20	4
1101	16	20	4
1102	18	20	4
1103	20	20	4
1104	22	20	4
1105	24	20	4
1106	26	20	4
1107	28	20	4
1108	30	20	4
1109	32	20	4
1110	34	20	4
1111	36	20	4
1112	38	20	4
1113	40	20	4
1114	0	22	4
1115	2	22	4
1116	4	22	4
1117	6	22	4
1118	8	22	4
1119	10	22	4
1120	12	22	4
1121	14	22	4
1122	16	22	4
1123	18	22	4
1124	20	22	4
1125	22	22	4
1126	24	22	4
1127	26	22	4
1128	28	22	4
1129	30	22	4
1130	32	22	4
1131	34	22	4
1132	36	22	4
1133	38	22	4
1134	40	22	4
1135	0	24	4
1136	2	24	4
1137	4	24	4
1138	6	24	4
1139	8	24	4
1140	10	24	4
1141	12	24	4
1142	14	24	4
1143	16	24	4
1144	18	24	4
1145	20	24	4
1146	22	24	4
1147	24	24	4
1148	26	24	4
1149	28	24	4
1150	30	24	4
1151	32	24	4
1152	34	24	4
1153	36	24	4
1154	38	24	4
1155	40	24	4
1156	0	26	4
1157	2	26	4
1158	4	26	4
1159	6	26	4
1160	8	26	4
1161	10	26	4
1162	12	26	4
1163	14	26	4
1164	16	26	4
1165	18	26	4
1166	20	26	4
1167	22	26	4
1168	24	26	4
1169	26	26	4
1170	28	26	4
1171	30	26	4
1172	32	26	4
1173	34	26	4
1174	36	26	4
1175	38	26	4
1176	40	26	4
1177	0	28	4
1178	2	28	4
1179	4	28	4
1180	6	28	4
1181	8	28	4
1182	10	28	4
1183	12	28	4
1184	14	28	4
1185	16	28	4
1186	18	28	4
1187	20	28	4
1188	22	28	4
1189	24	28	4
1190	26	28	4
1191	28	28	4
1192	30	28	4
1193	32	28	4
1194	34	28	4
1195	36	28	4
1196	38	28	4
1197	40	28	4
1198	0	30	4
1199	2	30	4
1200	4	30	4
1201	6	30	4
1202	8	30	4
1203	10	30	4
1204	12	30	4
1205	14	30	4
1206	16	30	4
1207	18	30	4
1208	20	30	4
1209	22	30	4
1210	24	30	4
1211	26	30	4
1212	28	30	4
1213	30	30	4
1214	32	30	4
1215	34	30	4
1216	36	30	4
1217	38	30	4
1218	40	30	4
1219	0	32	4
1220	2	32	4
1221	4	32	4
1222	6	32	4
1223	8	32	4
1224	10	32	4
1225	12	32	4
1226	14	32	4
1227	16	32	4
1228	18	32	4
1229	20	32	4
1230	22	32	4
1231	24	32	4
1232	26	32	4
1233	28	32	4
1234	30	32	4
1235	32	32	4
1236	34	32	4
1237	36	32	4
1238	38	32	4
1239	40	32	4
1240	0	34	4
1241	2	34	4
1242	4	34	4
1243	6	34	4
1244	8	34	4
1245	10	34	4
1246	12	34	4
1247	14	34	4
1248	16	34	4
1249	18	34	4
1250	20	34	4
1251	22	34	4
1252	24	34	4
1253	26	34	4
1254	28	34	4
1255	30	34	4
1256	32	34	4
1257	34	34	4
1258	36	34	4
1259	38	34	4
1260	40	34	4
1261	0	36	4
1262	2	36	4
1263	4	36	4
1264	6	36	4
1265	8	36	4
1266	10	36	4
1267	12	36	4
1268	14	36	4
1269	16	36	4
1270	18	36	4
1271	20	36	4
1272	22	36	4
1273	24	36	4
1274	26	36	4
1275	28	36	4
1276	30	36	4
1277	32	36	4
1278	34	36	4
1279	36	36	4
1280	38	36	4
1281	40	36	4
1282	0	38	4
1283	2	38	4
1284	4	38	4
1285	6	38	4
1286	8	38	4
1287	10	38	4
1288	12	38	4
1289	14	38	4
1290	16	38	4
1291	18	38	4
1292	20	38	4
1293	22	38	4
1294	24	38	4
1295	26	38	4
1296	28	38	4
1297	30	38	4
1298	32	38	4
1299	34	38	4
1300	36	38	4
1301	38	38	4
1302	40	38	4
1303	0	40	4
1304	2	40	4
1305	4	40	4
1306	6	40	4
1307	8	40	4
1308	10	40	4
1309	12	40	4
1310	14	40	4
1311	16	40	4
1312	18	40	4
1313	20	40	4
1314	22	40	4
1315	24	40	4
1316	26	40	4
1317	28	40	4
1318	30	40	4
1319	32	40	4
1320	34	40	4
1321	36	40	4
1322	38	40	4
1323	40	40	4
1324	2	2	-4
1325	32	8	-4
1326	8	32	-4
1327	38	38	-4
